,user_id,age_group,city_tier,subscription_date,subscription_plan,last_active_date,plan_change_date,new_subscription_plan
2380,UIDJS0dc70ee8b19,25-34,Tier 1,2024-08-27,Premium,,,
2381,UIDJS0dc79edafc5,35-44,Tier 2,2024-06-20,VIP,,,
2382,UIDJS0dc7f7c77a8,18-24,Tier 1,2024-09-15,VIP,,,
2383,UIDJS0dc8123724f,35-44,Tier 3,2024-01-23,Free,2024-04-13,,
2384,UIDJS0dc8a4ea427,35-44,Tier 1,2024-09-16,Premium,,,
2385,UIDJS0dc8ab9a7b4,35-44,Tier 1,2024-04-17,Premium,,,
2386,UIDJS0dc952db1f2,25-34,Tier 1,2024-04-02,VIP,,,
2387,UIDJS0dcb35d4efe,25-34,Tier 2,2024-10-12,Free,,,
2388,UIDJS0dcba139772,35-44,Tier 1,2024-11-22,VIP,,,
2389,UIDJS0dcbb44006d,45+,Tier 1,2024-11-02,Free,,,
2390,UIDJS0dccba61f9c,35-44,Tier 3,2024-03-07,VIP,,2024-05-07,Premium
2391,UIDJS0dcdd8c3e55,25-34,Tier 1,2024-10-14,VIP,,,
2392,UIDJS0dceced2394,35-44,Tier 2,2024-04-28,VIP,,,
2393,UIDJS0dcffc679ca,45+,Tier 2,2024-11-23,Free,,,
2394,UIDJS0dd6ea6d4f2,45+,Tier 1,2024-11-21,Premium,,,
2395,UIDJS0ddba18f177,25-34,Tier 1,2024-05-24,Premium,,,
2396,UIDJS0dde5eef288,25-34,Tier 2,2024-06-04,VIP,,,
2397,UIDJS0dde62ebe3b,18-24,Tier 2,2024-07-12,VIP,,,
2398,UIDJS0ddef8f320e,25-34,Tier 2,2024-07-11,VIP,,,
2399,UIDJS0ddfbc05030,45+,Tier 2,2024-07-31,Free,,2024-08-31,VIP
2400,UIDJS0de118f7381,18-24,Tier 1,2024-05-28,Premium,,,
2401,UIDJS0de5610fef9,25-34,Tier 1,2024-03-27,Premium,2024-05-26,,
2402,UIDJS0de674755f9,25-34,Tier 1,2024-04-12,Premium,,,
2403,UIDJS0de81025eb6,18-24,Tier 3,2024-06-22,VIP,,,
2404,UIDJS0de87070437,18-24,Tier 1,2024-07-31,Premium,2024-11-09,,
2405,UIDJS0de8bb82756,25-34,Tier 2,2024-04-27,VIP,,2024-08-27,Free
2406,UIDJS0de9cb18fb2,18-24,Tier 2,2024-04-30,VIP,2024-06-10,,
2407,UIDJS0deb9eca341,25-34,Tier 1,2024-01-12,Premium,,,
2408,UIDJS0dec9744cec,45+,Tier 1,2024-01-03,Premium,,,
2409,UIDJS0df1c2e5883,25-34,Tier 1,2024-03-22,Premium,,,
2410,UIDJS0df55656455,25-34,Tier 1,2024-10-10,VIP,,,
2411,UIDJS0df63fb4e94,45+,Tier 2,2024-10-27,VIP,,,
2412,UIDJS0df84e12e23,18-24,Tier 2,2024-05-29,Free,,,
2413,UIDJS0df8bc6f1ad,25-34,Tier 1,2024-05-26,VIP,,,
2414,UIDJS0df8e346475,45+,Tier 2,2024-09-20,Premium,2024-12-12,,
2415,UIDJS0dfa7a69bf4,25-34,Tier 1,2024-10-18,Premium,,,
2416,UIDJS0dfa980a556,35-44,Tier 2,2024-06-04,Free,2024-07-15,,
2417,UIDJS0dfc116c1d6,25-34,Tier 1,2024-09-30,Premium,,,
2418,UIDJS0dffc3fc5ab,25-34,Tier 1,2024-11-07,VIP,,,
2419,UIDJS0e001a8c8d5,45+,Tier 2,2024-07-30,Premium,,,
2420,UIDJS0e017751876,45+,Tier 1,2024-05-20,Premium,,,
2421,UIDJS0e030632a5a,35-44,Tier 2,2024-10-24,Premium,,,
2422,UIDJS0e03c9dd477,25-34,Tier 1,2024-06-29,VIP,,2024-07-29,Premium
2423,UIDJS0e040268771,25-34,Tier 1,2024-10-14,VIP,,,
2424,UIDJS0e04192e7e0,18-24,Tier 3,2024-08-27,Premium,,,
2425,UIDJS0e0615c2fbc,18-24,Tier 1,2024-03-17,VIP,,,
2426,UIDJS0e06e358786,25-34,Tier 1,2024-04-18,Premium,,,
2427,UIDJS0e0726361d0,25-34,Tier 2,2024-04-01,Free,,2024-06-01,Premium
2428,UIDJS0e0b3d9e801,45+,Tier 3,2024-05-29,Free,,,
2429,UIDJS0e0c434d9bf,45+,Tier 2,2024-03-03,Free,2024-05-01,,
2430,UIDJS0e0e2751f50,35-44,Tier 1,2024-09-14,VIP,,,
2431,UIDJS0e0fba9e4a7,25-34,Tier 1,2024-04-01,Free,,,
2432,UIDJS0e15635f18a,18-24,Tier 1,2024-09-28,Free,,,
2433,UIDJS0e16a2101e9,18-24,Tier 1,2024-02-29,VIP,2024-10-29,,
2434,UIDJS0e1775f1d24,45+,Tier 1,2024-01-06,Premium,,,
2435,UIDJS0e18f393225,25-34,Tier 2,2024-08-21,VIP,,2024-09-21,Premium
2436,UIDJS0e1cc128fff,18-24,Tier 1,2024-02-15,Premium,,,
2437,UIDJS0e1e2089d1f,25-34,Tier 1,2024-07-15,VIP,,2024-09-15,Free
2438,UIDJS0e1e6f6962a,45+,Tier 2,2024-04-02,Premium,,,
2439,UIDJS0e1e77475f3,35-44,Tier 1,2024-05-06,VIP,,,
2440,UIDJS0e1f53a26cf,25-34,Tier 1,2024-05-08,VIP,2024-10-10,,
2441,UIDJS0e1f54b363c,45+,Tier 1,2024-06-11,Premium,,,
2442,UIDJS0e20c125fc7,25-34,Tier 1,2024-07-15,VIP,,,
2443,UIDJS0e211c47609,25-34,Tier 1,2024-08-09,VIP,,2024-10-09,Premium
2444,UIDJS0e216419abb,45+,Tier 1,2024-06-19,Premium,,,
2445,UIDJS0e2164f058f,25-34,Tier 1,2024-03-09,VIP,2024-04-30,,
2446,UIDJS0e22b6c3c7b,25-34,Tier 2,2024-03-06,VIP,,,
2447,UIDJS0e24c35d8fb,25-34,Tier 3,2024-04-08,VIP,,,
2448,UIDJS0e267737fbe,18-24,Tier 1,2024-03-30,Premium,,,
2449,UIDJS0e2696ebe78,35-44,Tier 1,2024-03-23,Premium,,,
2450,UIDJS0e282965a81,18-24,Tier 1,2024-07-26,Premium,,,
2451,UIDJS0e28913aead,35-44,Tier 2,2024-08-31,Free,,,
2452,UIDJS0e2e4dec279,18-24,Tier 2,2024-01-29,Free,2024-12-08,,
2453,UIDJS0e2e631ad9d,25-34,Tier 1,2024-04-13,VIP,,,
2454,UIDJS0e319e5318a,25-34,Tier 2,2024-10-03,VIP,,,
2455,UIDJS0e33d4853a5,18-24,Tier 1,2024-10-27,VIP,,,
2456,UIDJS0e35b410e7f,45+,Tier 1,2024-11-03,VIP,,,
2457,UIDJS0e363d115d1,25-34,Tier 1,2024-10-21,VIP,,,
2458,UIDJS0e364bb6391,18-24,Tier 1,2024-02-27,Free,,,
2459,UIDJS0e373010623,35-44,Tier 1,2024-04-19,VIP,,,
2460,UIDJS0e37ca1a23a,35-44,Tier 1,2024-07-08,VIP,2024-09-15,,
2461,UIDJS0e398d25959,25-34,Tier 1,2024-01-11,Free,,,
2462,UIDJS0e3e857b13e,35-44,Tier 2,2024-01-20,VIP,,,
2463,UIDJS0e3ff4869da,25-34,Tier 2,2024-10-20,Premium,,,
2464,UIDJS0e4246b5971,25-34,Tier 1,2024-01-22,VIP,,,
2465,UIDJS0e435a2138f,35-44,Tier 3,2024-06-10,VIP,,,
2466,UIDJS0e438e51321,25-34,Tier 1,2024-03-27,VIP,,2024-05-27,Premium
2467,UIDJS0e45ce41ca7,35-44,Tier 1,2024-09-18,VIP,,,
2468,UIDJS0e47e739c9a,18-24,Tier 1,2024-10-19,VIP,2024-12-01,,
2469,UIDJS0e4ccb375b6,25-34,Tier 1,2024-02-17,VIP,,2024-06-17,Free
2470,UIDJS0e51052ef61,25-34,Tier 1,2024-03-07,Free,2024-05-25,,
2471,UIDJS0e517ff40f4,35-44,Tier 2,2024-02-28,VIP,2024-12-03,,
2472,UIDJS0e56d2a5c3d,25-34,Tier 2,2024-03-28,Premium,2024-05-24,,
2473,UIDJS0e59c0970f3,25-34,Tier 1,2024-11-14,Free,,,
2474,UIDJS0e5a6fb788b,18-24,Tier 2,2024-02-15,VIP,,,
2475,UIDJS0e5c7a1168b,45+,Tier 1,2024-01-14,Premium,,,
2476,UIDJS0e5df8bd1a7,18-24,Tier 1,2024-02-24,Free,,,
2477,UIDJS0e5f48f9e6d,25-34,Tier 3,2024-10-12,Free,,,
2478,UIDJS0e606beb76b,35-44,Tier 2,2024-06-10,VIP,,,
2479,UIDJS0e60b0af2ca,45+,Tier 1,2024-05-13,Premium,2024-06-18,,
2480,UIDJS0e6166de079,25-34,Tier 2,2024-07-03,VIP,,,
2481,UIDJS0e61a537201,35-44,Tier 3,2024-04-14,Free,,,
2482,UIDJS0e62b478ec9,45+,Tier 2,2024-01-11,VIP,,2024-02-11,Premium
2483,UIDJS0e649a374dd,25-34,Tier 1,2024-02-23,Premium,,,
2484,UIDJS0e6a2be88dd,45+,Tier 1,2024-08-17,Premium,,,
2485,UIDJS0e6a466db9e,25-34,Tier 3,2024-11-15,VIP,,,
2486,UIDJS0e6fcfc6518,35-44,Tier 1,2024-04-28,VIP,,2024-05-28,Premium
2487,UIDJS0e71309f8b4,35-44,Tier 1,2024-08-24,Free,,2024-09-24,VIP
2488,UIDJS0e71a71774a,35-44,Tier 1,2024-11-07,Premium,,,
2489,UIDJS0e7297a91f3,35-44,Tier 1,2024-05-13,VIP,,,
2490,UIDJS0e72e9a459e,35-44,Tier 2,2024-03-28,VIP,,2024-08-28,Free
2491,UIDJS0e749a74afb,25-34,Tier 3,2024-04-18,VIP,2024-05-29,,
2492,UIDJS0e74d281161,35-44,Tier 1,2024-11-30,VIP,,2024-12-30,Premium
2493,UIDJS0e7591f44bb,45+,Tier 3,2024-07-17,Premium,,,
2494,UIDJS0e767070a06,45+,Tier 3,2024-01-21,Free,,,
2495,UIDJS0e76a5a1ca3,25-34,Tier 3,2024-11-04,VIP,,,
2496,UIDJS0e78775897b,25-34,Tier 3,2024-10-25,Free,,,
2497,UIDJS0e78c6ddeb4,25-34,Tier 1,2024-11-05,VIP,,,
2498,UIDJS0e7b6075680,25-34,Tier 1,2024-07-15,Premium,,,
2499,UIDJS0e7d9deca2d,35-44,Tier 2,2024-07-01,VIP,,2024-09-01,Free
2500,UIDJS0e7dbbc490a,35-44,Tier 2,2024-05-14,VIP,,2024-10-14,Free
2501,UIDJS0e7e317e28d,18-24,Tier 1,2024-04-12,Premium,,,
2502,UIDJS0e7f03f6ace,18-24,Tier 3,2024-01-03,Free,2024-09-11,,
2503,UIDJS0e8442a7b8a,35-44,Tier 2,2024-03-11,Premium,,,
2504,UIDJS0e86d35da28,18-24,Tier 1,2024-07-21,Premium,2024-08-25,,
2505,UIDJS0e881105518,35-44,Tier 1,2024-02-11,VIP,,,
2506,UIDJS0e88fbf771e,45+,Tier 2,2024-10-18,Free,,,
2507,UIDJS0e8d84a0a08,18-24,Tier 2,2024-08-24,VIP,,2024-10-24,Premium
2508,UIDJS0e8f8fe482d,25-34,Tier 1,2024-04-15,VIP,,,
2509,UIDJS0e8f901b75c,35-44,Tier 2,2024-08-05,Free,,,
2510,UIDJS0e909ce2748,45+,Tier 1,2024-11-14,VIP,,,
2511,UIDJS0e90dc58391,35-44,Tier 2,2024-02-22,Free,,,
2512,UIDJS0e9189f92be,18-24,Tier 2,2024-02-27,Premium,,,
2513,UIDJS0e9947fb304,25-34,Tier 1,2024-01-19,VIP,,2024-11-19,Free
2514,UIDJS0e998343d8a,25-34,Tier 1,2024-03-19,Free,2024-10-22,,
2515,UIDJS0e9b59234bb,18-24,Tier 1,2024-03-04,Free,,,
2516,UIDJS0e9eb5295db,35-44,Tier 2,2024-10-10,Premium,,,
2517,UIDJS0e9ec86cb27,35-44,Tier 1,2024-04-10,Free,,2024-05-10,Premium
2518,UIDJS0ea17071682,25-34,Tier 1,2024-08-09,Premium,,,
2519,UIDJS0ea227ed25b,45+,Tier 1,2024-07-05,Premium,,,
2520,UIDJS0ea5b418ced,18-24,Tier 1,2024-11-26,Premium,,,
2521,UIDJS0ea85f3d493,45+,Tier 1,2024-10-25,Free,,,
2522,UIDJS0eaa7313b75,35-44,Tier 1,2024-04-29,Premium,,,
2523,UIDJS0eac97aab2a,35-44,Tier 2,2024-04-29,Premium,,,
2524,UIDJS0eacc60dd9d,18-24,Tier 1,2024-02-17,VIP,,,
2525,UIDJS0eb20e63b23,25-34,Tier 2,2024-06-21,Free,,,
2526,UIDJS0eb22121099,35-44,Tier 2,2024-02-02,VIP,,,
2527,UIDJS0eb346c4790,25-34,Tier 1,2024-08-10,VIP,,,
2528,UIDJS0eb3dd4df3b,25-34,Tier 1,2024-02-12,Premium,,,
2529,UIDJS0eb3deb5bec,25-34,Tier 3,2024-01-16,VIP,,2024-02-16,Premium
2530,UIDJS0eb6045ce9e,35-44,Tier 3,2024-10-15,Free,2024-11-04,,
2531,UIDJS0eb951dcee5,18-24,Tier 3,2024-10-05,VIP,2024-11-06,,
2532,UIDJS0eba21158ba,18-24,Tier 1,2024-01-01,Free,2024-11-11,,
2533,UIDJS0eba8787495,45+,Tier 2,2024-11-28,Free,,,
2534,UIDJS0ebb189220c,25-34,Tier 1,2024-08-02,Premium,,,
2535,UIDJS0ebd3ad540f,35-44,Tier 1,2024-02-12,Free,,2024-03-12,Premium
2536,UIDJS0ebf5244cc1,25-34,Tier 2,2024-06-27,Premium,,,
2537,UIDJS0ebfcbb965d,18-24,Tier 2,2024-01-13,VIP,,,
2538,UIDJS0ec216dfa06,35-44,Tier 3,2024-07-10,VIP,,2024-09-10,Free
2539,UIDJS0ec245f338c,35-44,Tier 3,2024-10-25,VIP,,,
2540,UIDJS0ec413ceb60,35-44,Tier 2,2024-06-28,VIP,,,
2541,UIDJS0ec4a9976f3,25-34,Tier 2,2024-03-04,Premium,,,
2542,UIDJS0ec4cd16240,25-34,Tier 1,2024-03-26,Premium,,,
2543,UIDJS0ec4e735f4a,25-34,Tier 1,2024-11-15,VIP,,,
2544,UIDJS0ec584b6e38,35-44,Tier 3,2024-07-06,VIP,,,
2545,UIDJS0ec83885cd8,35-44,Tier 1,2024-11-14,Free,,,
2546,UIDJS0eca0f5c9a9,35-44,Tier 3,2024-06-20,VIP,,,
2547,UIDJS0eccc57a08b,25-34,Tier 1,2024-03-12,Premium,,,
2548,UIDJS0ecce420181,25-34,Tier 2,2024-03-26,Free,2024-05-21,,
2549,UIDJS0ecef4015c1,25-34,Tier 1,2024-01-02,VIP,,2024-10-02,Free
2550,UIDJS0ed00c9d576,25-34,Tier 1,2024-11-23,Premium,,,
2551,UIDJS0ed09cb6499,35-44,Tier 1,2024-02-11,VIP,,,
2552,UIDJS0ed184dfa53,25-34,Tier 1,2024-07-24,Free,2024-10-03,,
2553,UIDJS0ed38c661e3,45+,Tier 3,2024-03-30,Free,,,
2554,UIDJS0ed61cd0cbd,45+,Tier 1,2024-05-30,VIP,2024-12-23,,
2555,UIDJS0edfb682112,25-34,Tier 2,2024-10-19,VIP,2024-11-20,,
2556,UIDJS0ee0a46eda5,18-24,Tier 1,2024-05-13,Premium,,,
2557,UIDJS0ee133014fc,25-34,Tier 2,2024-02-14,Free,,2024-03-14,VIP
2558,UIDJS0ee170acef1,25-34,Tier 2,2024-03-26,Premium,,,
2559,UIDJS0ee2b44e6df,18-24,Tier 2,2024-01-02,Free,2024-06-25,,
2560,UIDJS0ee2d67cbc7,25-34,Tier 1,2024-06-08,VIP,,,
2561,UIDJS0ee4c13f284,25-34,Tier 1,2024-04-14,VIP,2024-11-20,,
2562,UIDJS0ee66e2989c,45+,Tier 1,2024-11-01,VIP,,,
2563,UIDJS0ee7230901b,45+,Tier 1,2024-08-04,Premium,,,
2564,UIDJS0ee7ead949d,45+,Tier 1,2024-10-07,VIP,,2024-11-07,Free
2565,UIDJS0ee9ac81b6c,35-44,Tier 1,2024-09-12,VIP,,2024-10-12,Premium
2566,UIDJS0eebab2109b,45+,Tier 1,2024-04-13,Free,,2024-05-13,Premium
2567,UIDJS0eebf7eb09f,35-44,Tier 1,2024-02-10,VIP,2024-03-22,,
2568,UIDJS0eee7d92c04,45+,Tier 1,2024-01-28,Free,,2024-09-28,Premium
2569,UIDJS0eeff4610b5,25-34,Tier 1,2024-10-02,VIP,,,
2570,UIDJS0ef170e0233,45+,Tier 1,2024-03-08,Premium,,,
2571,UIDJS0ef31ca2ce6,25-34,Tier 1,2024-11-29,Premium,,,
2572,UIDJS0ef34aacc0a,35-44,Tier 1,2024-02-09,VIP,,2024-11-09,Free
2573,UIDJS0ef41dac97b,45+,Tier 1,2024-08-28,VIP,,,
2574,UIDJS0ef47b4301d,45+,Tier 2,2024-03-11,VIP,,2024-04-11,Premium
2575,UIDJS0ef5e268dec,45+,Tier 2,2024-11-10,VIP,,2024-12-10,Free
2576,UIDJS0ef60aded5d,35-44,Tier 1,2024-09-08,Premium,,,
2577,UIDJS0ef66750988,25-34,Tier 1,2024-04-05,VIP,,,
2578,UIDJS0ef95a779e9,25-34,Tier 2,2024-06-16,Premium,,,
2579,UIDJS0ef982eb5d9,18-24,Tier 1,2024-04-29,Premium,,,
2580,UIDJS0efa9da72a1,25-34,Tier 1,2024-01-06,VIP,2024-11-10,,
2581,UIDJS0efcada9c51,18-24,Tier 2,2024-08-24,VIP,,,
2582,UIDJS0efdf06d22a,18-24,Tier 3,2024-05-30,Free,2024-07-12,,
2583,UIDJS0efe5c7724c,25-34,Tier 1,2024-05-17,VIP,2024-06-22,,
2584,UIDJS0eff97202b9,35-44,Tier 1,2024-07-13,Free,,2024-09-13,VIP
2585,UIDJS0efff51197e,25-34,Tier 2,2024-07-14,VIP,,,
2586,UIDJS0f00ebb4f14,25-34,Tier 1,2024-01-07,Free,2024-06-11,,
2587,UIDJS0f0331837bf,25-34,Tier 1,2024-02-19,Premium,,,
2588,UIDJS0f03740a866,25-34,Tier 1,2024-11-05,Premium,,,
2589,UIDJS0f03b979750,35-44,Tier 2,2024-11-02,Free,,,
2590,UIDJS0f06ea8a7ef,25-34,Tier 2,2024-07-12,VIP,,,
2591,UIDJS0f0827fa066,35-44,Tier 1,2024-11-06,VIP,,2024-12-06,Premium
2592,UIDJS0f08360bdcb,25-34,Tier 1,2024-04-14,VIP,,,
2593,UIDJS0f084ac7327,45+,Tier 2,2024-01-12,VIP,,2024-12-12,Premium
2594,UIDJS0f08e6fefd2,18-24,Tier 1,2024-11-19,Premium,,,
2595,UIDJS0f09e1e6e90,35-44,Tier 1,2024-05-23,Premium,,,
2596,UIDJS0f0a03e26cb,25-34,Tier 1,2024-02-22,Premium,,,
2597,UIDJS0f0b1d38b99,45+,Tier 1,2024-10-01,Premium,,,
2598,UIDJS0f0cd57f00f,25-34,Tier 3,2024-11-30,VIP,,,
2599,UIDJS0f0f173d3b8,25-34,Tier 2,2024-06-19,Free,,,
2600,UIDJS0f0f992a434,18-24,Tier 1,2024-09-03,Free,,,
2601,UIDJS0f101e6a7ed,35-44,Tier 3,2024-08-18,VIP,,,
2602,UIDJS0f139df913e,25-34,Tier 2,2024-02-26,VIP,2024-06-16,,
2603,UIDJS0f13e883258,25-34,Tier 1,2024-05-05,Free,,,
2604,UIDJS0f14e9ff94a,35-44,Tier 1,2024-11-21,Premium,,,
2605,UIDJS0f1af1b59b2,25-34,Tier 1,2024-07-04,VIP,,,
2606,UIDJS0f1d6e7979f,45+,Tier 1,2024-11-10,VIP,,,
2607,UIDJS0f1fca4ee01,35-44,Tier 1,2024-01-17,Premium,,,
2608,UIDJS0f2017dad0c,45+,Tier 3,2024-09-09,VIP,,2024-11-09,Premium
2609,UIDJS0f20bce663c,45+,Tier 3,2024-02-28,Premium,,,
2610,UIDJS0f21c7b2907,35-44,Tier 2,2024-07-04,VIP,,,
2611,UIDJS0f251dfbcfb,18-24,Tier 1,2024-03-02,VIP,,,
2612,UIDJS0f2585c7056,25-34,Tier 2,2024-09-16,Premium,,,
2613,UIDJS0f27752ff2d,18-24,Tier 1,2024-11-12,VIP,,,
2614,UIDJS0f27d9b0085,35-44,Tier 1,2024-10-13,Premium,,,
2615,UIDJS0f281c14f0e,35-44,Tier 1,2024-06-10,Premium,,,
2616,UIDJS0f294232e2f,25-34,Tier 1,2024-03-25,VIP,,,
2617,UIDJS0f2c13edc27,25-34,Tier 1,2024-09-27,VIP,,,
2618,UIDJS0f2d0814cf9,35-44,Tier 3,2024-04-14,VIP,,,
2619,UIDJS0f2d8c672c5,25-34,Tier 2,2024-08-31,Free,2024-12-23,,
2620,UIDJS0f2e556f36f,35-44,Tier 2,2024-11-26,Free,,,
2621,UIDJS0f3342585e4,25-34,Tier 2,2024-06-25,Free,,,
2622,UIDJS0f3696df4ca,35-44,Tier 1,2024-07-14,VIP,,,
2623,UIDJS0f387d15c5c,35-44,Tier 3,2024-04-22,VIP,,2024-05-22,Premium
2624,UIDJS0f3a46a4f25,35-44,Tier 1,2024-07-03,VIP,,,
2625,UIDJS0f3a943ecfb,35-44,Tier 3,2024-03-17,Free,,2024-04-17,Premium
2626,UIDJS0f3cdf54215,45+,Tier 2,2024-11-14,Premium,,,
2627,UIDJS0f3eafb5d84,35-44,Tier 3,2024-03-22,VIP,,2024-08-22,Premium
2628,UIDJS0f40c56bff8,35-44,Tier 1,2024-06-07,VIP,,,
2629,UIDJS0f41bb4f977,25-34,Tier 2,2024-03-30,VIP,,,
2630,UIDJS0f45a3d6af6,45+,Tier 2,2024-05-24,VIP,,,
2631,UIDJS0f467c53344,25-34,Tier 3,2024-04-16,VIP,2024-06-06,,
2632,UIDJS0f46e5d3ea9,18-24,Tier 1,2024-10-19,Premium,,,
2633,UIDJS0f47582fe80,18-24,Tier 2,2024-06-09,VIP,2024-11-03,,
2634,UIDJS0f4899072f9,35-44,Tier 1,2024-03-18,Premium,,,
2635,UIDJS0f495765290,35-44,Tier 1,2024-05-09,VIP,,2024-06-09,Premium
2636,UIDJS0f49e96e70f,25-34,Tier 1,2024-04-14,VIP,,2024-10-14,Premium
2637,UIDJS0f4c16acf7c,25-34,Tier 2,2024-10-11,VIP,,2024-11-11,Free
2638,UIDJS0f4db13ab43,45+,Tier 2,2024-02-05,Free,,,
2639,UIDJS0f4e15d8933,35-44,Tier 1,2024-10-19,VIP,,,
2640,UIDJS0f4f096fbe9,35-44,Tier 1,2024-10-24,VIP,,,
2641,UIDJS0f5243a60db,18-24,Tier 1,2024-03-11,VIP,,,
2642,UIDJS0f525a5444a,35-44,Tier 3,2024-08-01,VIP,,,
2643,UIDJS0f525efab99,45+,Tier 1,2024-05-25,VIP,,2024-06-25,Premium
2644,UIDJS0f52b36435b,35-44,Tier 1,2024-06-23,Free,,2024-07-23,VIP
2645,UIDJS0f5546255df,25-34,Tier 1,2024-01-28,VIP,,,
2646,UIDJS0f558586b9d,25-34,Tier 2,2024-09-15,Premium,,,
2647,UIDJS0f56fd7c4d8,25-34,Tier 1,2024-03-05,Premium,,,
2648,UIDJS0f578acd8dc,25-34,Tier 2,2024-07-25,VIP,,2024-11-25,Premium
2649,UIDJS0f59fba4273,35-44,Tier 1,2024-02-08,Free,,,
2650,UIDJS0f5d533777b,25-34,Tier 1,2024-01-28,Premium,,,
2651,UIDJS0f5ddb6dcee,18-24,Tier 1,2024-09-29,VIP,,,
2652,UIDJS0f5df6c4096,18-24,Tier 1,2024-09-08,VIP,2024-10-25,,
2653,UIDJS0f5e573e7d7,25-34,Tier 2,2024-07-06,VIP,,,
2654,UIDJS0f5e58178a4,25-34,Tier 1,2024-08-14,Premium,,,
2655,UIDJS0f5f16fcdec,35-44,Tier 1,2024-05-12,VIP,,,
2656,UIDJS0f61b8be93c,25-34,Tier 2,2024-06-30,Premium,,,
2657,UIDJS0f620c35434,25-34,Tier 1,2024-11-12,VIP,,,
2658,UIDJS0f6292608fa,18-24,Tier 3,2024-08-14,VIP,,,
2659,UIDJS0f635fa09c7,25-34,Tier 1,2024-02-09,Free,,,
2660,UIDJS0f6509377fb,35-44,Tier 3,2024-03-20,Free,2024-04-23,,
2661,UIDJS0f6626881c5,45+,Tier 2,2024-04-05,Premium,,2024-06-05,VIP
2662,UIDJS0f66a708c88,18-24,Tier 1,2024-07-12,Premium,,2024-08-12,VIP
2663,UIDJS0f68d6ae8fd,18-24,Tier 2,2024-06-27,VIP,,2024-08-27,Free
2664,UIDJS0f6b27619ab,25-34,Tier 1,2024-02-18,Free,,2024-04-18,Premium
2665,UIDJS0f6b7684d0d,25-34,Tier 2,2024-05-25,Free,2024-07-04,,
2666,UIDJS0f6c6d19f02,35-44,Tier 3,2024-01-25,VIP,,,
2667,UIDJS0f6df5d8618,35-44,Tier 3,2024-05-18,Free,,,
2668,UIDJS0f70172d4f6,25-34,Tier 2,2024-01-09,Free,,,
2669,UIDJS0f70712720c,35-44,Tier 2,2024-02-04,Premium,,2024-04-04,VIP
2670,UIDJS0f72ad533c5,25-34,Tier 1,2024-09-21,Premium,,,
2671,UIDJS0f7389ad987,18-24,Tier 1,2024-01-26,VIP,2024-04-13,,
2672,UIDJS0f7640c3887,35-44,Tier 2,2024-01-17,VIP,,2024-10-17,Free
2673,UIDJS0f771e1e770,35-44,Tier 1,2024-06-02,Premium,,,
2674,UIDJS0f7803ad115,35-44,Tier 2,2024-04-21,Premium,,,
2675,UIDJS0f78ea4eebf,18-24,Tier 1,2024-05-04,VIP,,,
2676,UIDJS0f78f003f19,25-34,Tier 2,2024-08-22,VIP,2024-12-08,,
2677,UIDJS0f85a70c823,25-34,Tier 3,2024-10-15,Free,,,
2678,UIDJS0f85fd7f2b5,25-34,Tier 2,2024-10-09,Free,,2024-11-09,Premium
2679,UIDJS0f866cb76c3,45+,Tier 3,2024-08-20,Free,,,
2680,UIDJS0f87430bee0,35-44,Tier 2,2024-09-21,VIP,,2024-11-21,Premium
2681,UIDJS0f87777b6ab,25-34,Tier 1,2024-04-16,Free,2024-06-04,,
2682,UIDJS0f8955860a4,25-34,Tier 1,2024-09-22,VIP,,2024-10-22,Premium
2683,UIDJS0f8b73849cf,25-34,Tier 2,2024-06-20,Free,,,
2684,UIDJS0f8e14d7b5a,18-24,Tier 1,2024-04-04,Premium,,,
2685,UIDJS0f9070e9bd0,25-34,Tier 1,2024-09-02,Free,,,
2686,UIDJS0f93e6b29d7,25-34,Tier 1,2024-01-01,VIP,,,
2687,UIDJS0f94144770f,35-44,Tier 1,2024-09-06,Premium,2024-10-17,,
2688,UIDJS0f96685672d,25-34,Tier 1,2024-11-09,VIP,,2024-12-09,Premium
2689,UIDJS0f9771e426e,25-34,Tier 1,2024-09-24,VIP,,,
2690,UIDJS0f9b6b161e2,35-44,Tier 1,2024-06-16,VIP,,,
2691,UIDJS0f9bef234b6,25-34,Tier 1,2024-07-27,Free,,,
2692,UIDJS0f9d16d2be5,18-24,Tier 3,2024-01-03,VIP,2024-10-19,,
2693,UIDJS0f9e7b2e294,25-34,Tier 1,2024-03-17,Free,,,
2694,UIDJS0fa13d57c9e,35-44,Tier 2,2024-02-13,VIP,2024-03-15,,
2695,UIDJS0fa29cacf53,45+,Tier 2,2024-09-23,Free,2024-11-22,,
2696,UIDJS0fa3cf62627,45+,Tier 2,2024-05-12,VIP,,2024-10-12,Premium
2697,UIDJS0fa3d932539,45+,Tier 2,2024-11-19,Premium,,,
2698,UIDJS0fa5ebef6f6,25-34,Tier 1,2024-10-11,VIP,,,
2699,UIDJS0fa77259e22,25-34,Tier 2,2024-10-22,Free,2024-12-18,,
2700,UIDJS0fa776d1562,25-34,Tier 2,2024-03-17,Free,,2024-04-17,Premium
2701,UIDJS0fa781e949a,35-44,Tier 1,2024-08-07,Premium,,,
2702,UIDJS0faaaa7ddbe,25-34,Tier 2,2024-07-18,VIP,,2024-08-18,Premium
2703,UIDJS0fac7208d41,25-34,Tier 3,2024-01-29,Free,,,
